Station name,LITTON CHENEY
Station number,"447010"
External number,---
River,Litton Cheney Stream
Operator,---
NGR,SY5498590334
Easting,"354985"
Northing,"90334"
Parameter-name,FQ [Flow]
Parameter Type,Flow
Time series name,WSX/447010/FQ/WDay.Mean
Time series unit,m³/s
Time level,Daily
Time series type,Other
Equidistant time series,yes
Time series value distance,1 day
Time series quality,Production
Time series measuring method,---
Period of record in file: 01/01/1980 09:00:00 to 08/01/2021 09:00:00
Quality code description, G = good; E = estimated; S = suspect; U = unchecked; M = missing; C = complete; I = incomplete; Ed = edited; WR = within rating; NR = no rating; EX> = extrapolated upper part; EX< = extrapolated lower part; BL> = beyond upper limit; BL< = beyond lower limit; MH = weir modular (head); NH = weir non modular (head); EH = weir extremely non modular (head); MT = weir modular (tail); NT = weir non modular (tail); ET = weir extremely non modular (tail); MC = weir modular (crest); NC = weir non modular (crest); EC = weir extremely non modular (crest); -H = weir head only; RAS = rastered time stamp; A = apportioned/interpolated; D = dry; SN = snow; T = trace
Time stamp,Value[m³/s],State of value,Interpolation,valid[%],invalid[%],missing[%],Tags,Comments
01/01/1980 09:00:00,0.129,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
02/01/1980 09:00:00,0.143,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
03/01/1980 09:00:00,0.159,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
04/01/1980 09:00:00,0.156,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
05/01/1980 09:00:00,0.153,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
06/01/1980 09:00:00,0.153,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
07/01/1980 09:00:00,0.152,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
08/01/1980 09:00:00,0.155,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
09/01/1980 09:00:00,0.162,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
10/01/1980 09:00:00,0.164,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
11/01/1980 09:00:00,0.167,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
12/01/1980 09:00:00,0.170,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
13/01/1980 09:00:00,0.173,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
14/01/1980 09:00:00,0.177,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
15/01/1980 09:00:00,0.178,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
16/01/1980 09:00:00,0.180,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
17/01/1980 09:00:00,0.183,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
18/01/1980 09:00:00,0.187,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
19/01/1980 09:00:00,0.190,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
20/01/1980 09:00:00,0.212,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
21/01/1980 09:00:00,0.207,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
22/01/1980 09:00:00,0.200,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
23/01/1980 09:00:00,0.200,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
24/01/1980 09:00:00,0.198,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
25/01/1980 09:00:00,0.198,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
26/01/1980 09:00:00,0.198,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
27/01/1980 09:00:00,0.200,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
28/01/1980 09:00:00,0.203,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
29/01/1980 09:00:00,0.203,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
30/01/1980 09:00:00,0.212,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
31/01/1980 09:00:00,0.219,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
01/02/1980 09:00:00,0.219,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
02/02/1980 09:00:00,0.233,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
03/02/1980 09:00:00,0.242,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
04/02/1980 09:00:00,0.232,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
05/02/1980 09:00:00,0.235,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
06/02/1980 09:00:00,0.232,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
07/02/1980 09:00:00,0.241,E;C,103,100,0,0,,data infilled;DM Infilled;Data entered manually from old paper records in July 2014 (KJ)
