Station name,Brigsley Waithe Beck
Station number,"029001"
External number,---
River,Waithe Beck
Operator,---
NGR,TA2528001600
Easting,"525280"
Northing,"401600"
Parameter-name,FQ [Flow]
Parameter Type,Flow
Time series name,LNA/029001/FQ/WDay.Mean
Time series unit,m³/s
Time level,Daily
Time series type,Other
Equidistant time series,yes
Time series value distance,1 day
Time series quality,Production
Time series measuring method,---
Period of record in file: 01/01/1980 09:00:00 to 08/01/2021 09:00:00
Quality code description, G = good; E = estimated; S = suspect; U = unchecked; M = missing; C = complete; I = incomplete; Ed = edited; WR = within rating; NR = no rating; EX> = extrapolated upper part; EX< = extrapolated lower part; BL> = beyond upper limit; BL< = beyond lower limit; MH = weir modular (head); NH = weir non modular (head); EH = weir extremely non modular (head); MT = weir modular (tail); NT = weir non modular (tail); ET = weir extremely non modular (tail); MC = weir modular (crest); NC = weir non modular (crest); EC = weir extremely non modular (crest); -H = weir head only; RAS = rastered time stamp; A = apportioned/interpolated; D = dry; SN = snow; T = trace
Time stamp,Value[m³/s],State of value,Interpolation,valid[%],invalid[%],missing[%],Tags,Comments
01/01/1980 09:00:00,0.396,G;C,103,100,0,0
02/01/1980 09:00:00,0.386,G;C,103,100,0,0
03/01/1980 09:00:00,0.744,G;C,103,100,0,0
04/01/1980 09:00:00,0.745,G;C,103,100,0,0
05/01/1980 09:00:00,0.649,G;C,103,100,0,0
06/01/1980 09:00:00,0.577,G;C,103,100,0,0
07/01/1980 09:00:00,0.553,G;C,103,100,0,0
08/01/1980 09:00:00,0.550,G;C,103,100,0,0
09/01/1980 09:00:00,0.537,G;C,103,100,0,0
10/01/1980 09:00:00,0.523,G;C,103,100,0,0
11/01/1980 09:00:00,0.509,G;C,103,100,0,0
12/01/1980 09:00:00,0.504,G;C,103,100,0,0
13/01/1980 09:00:00,0.505,G;C,103,100,0,0
14/01/1980 09:00:00,0.530,G;C,103,100,0,0
15/01/1980 09:00:00,0.572,G;C,103,100,0,0
16/01/1980 09:00:00,0.585,G;C,103,100,0,0
17/01/1980 09:00:00,0.608,G;C,103,100,0,0
18/01/1980 09:00:00,0.556,G;C,103,100,0,0
19/01/1980 09:00:00,0.525,G;C,103,100,0,0
20/01/1980 09:00:00,0.565,G;C,103,100,0,0
21/01/1980 09:00:00,1.04,G;C,103,100,0,0
22/01/1980 09:00:00,0.803,G;C,103,100,0,0
23/01/1980 09:00:00,0.626,G;C,103,100,0,0
24/01/1980 09:00:00,0.578,G;C,103,100,0,0
25/01/1980 09:00:00,0.549,G;C,103,100,0,0
26/01/1980 09:00:00,0.533,G;C,103,100,0,0
27/01/1980 09:00:00,0.529,G;C,103,100,0,0
28/01/1980 09:00:00,0.842,G;C,103,100,0,0
29/01/1980 09:00:00,0.759,G;C,103,100,0,0
30/01/1980 09:00:00,0.758,G;C,103,100,0,0
31/01/1980 09:00:00,1.64,G;C,103,100,0,0
01/02/1980 09:00:00,0.863,G;C,103,100,0,0
02/02/1980 09:00:00,0.871,G;C,103,100,0,0
03/02/1980 09:00:00,1.23,G;C,103,100,0,0
04/02/1980 09:00:00,1.36,G;C,103,100,0,0
05/02/1980 09:00:00,1.28,G;C,103,100,0,0
06/02/1980 09:00:00,1.25,G;C,103,100,0,0
07/02/1980 09:00:00,1.58,G;C,103,100,0,0
08/02/1980 09:00:00,1.85,G;C,103,100,0,0
09/02/1980 09:00:00,1.40,G;C,103,100,0,0
10/02/1980 09:00:00,1.30,G;C,103,100,0,0
11/02/1980 09:00:00,1.25,G;C,103,100,0,0
