Station name,FOSSEBRIDGE,,,,
Station number,0630TH,,,,
External number,---,,,,
River,River Coln,,,,
Operator,---,,,,
NGR,SP0801511237,,,,
Easting,408015,,,,
Northing,211237,,,,
Parameter-name,FQ [Flow],,,,
Parameter Type,Flow,,,,
Time series name,THM/0630TH/FQ/WDay.Mean,,,,
Time series unit,m?/s,,,,
Time level,Daily,,,,
Time series type,Other,,,,
Equidistant time series,yes,,,,
Time series value distance,1 day,,,,
Time series quality,Production,,,,
Time series measuring method,---,,,,
Period of record in file: 01/01/1980 09:00:00 to 08/01/2021 09:00:00,,,,,
Quality code description, G = good; E = estimated; S = suspect; U = unchecked; M = missing; C = complete; I = incomplete; Ed = edited; WR = within rating; NR = no rating; EX> = extrapolated upper part; EX< = extrapolated lower part; BL> = beyond upper limit; BL< = beyond lower limit; MH = weir modular (head); NH = weir non modular (head); EH = weir extremely non modular (head); MT = weir modular (tail); NT = weir non modular (tail); ET = weir extremely non modular (tail); MC = weir modular (crest); NC = weir non modular (crest); EC = weir extremely non modular (crest); -H = weir head only; RAS = rastered time stamp; A = apportioned/interpolated; D = dry; SN = snow; T = trace,,,,
Time stamp,Value[m?/s],State of value,Interpolation,valid[%],invalid[%]
26/06/2002,0.11,G;C,103,100,0
27/06/2002,0.105,G;C,103,100,0
28/06/2002,0.097,G;C,103,100,0
29/06/2002,0.099,G;C,103,100,0
30/06/2002,0.107,G;C,103,100,0
01/07/2002,0.071,G;C,103,100,0
02/07/2002,0.073,G;C,103,100,0
03/07/2002,0.076,G;C,103,100,0
04/07/2002,0.055,G;C,103,100,0
05/07/2002,0.054,G;C,103,100,0
06/07/2002,0.05,G;C,103,100,0
07/07/2002,0.048,G;C,103,100,0
08/07/2002,0.08,G;C,103,100,0
09/07/2002,0.106,G;C,103,100,0
10/07/2002,0.081,G;C,103,100,0
11/07/2002,0.065,G;C,103,100,0
12/07/2002,0.057,G;C,103,100,0
13/07/2002,0.048,G;C,103,100,0
14/07/2002,0.042,G;C,103,100,0
15/07/2002,0.051,G;C,103,100,0
16/07/2002,0.058,G;C,103,100,0
17/07/2002,0.059,G;C,103,100,0
18/07/2002,0.062,G;C,103,100,0
19/07/2002,0.068,G;C,103,100,0
20/07/2002,0.069,G;C,103,100,0
21/07/2002,0.062,G;C,103,100,0
22/07/2002,0.065,G;C,103,100,0
23/07/2002,0.067,G;C,103,100,0
24/07/2002,0.058,G;C,103,100,0
25/07/2002,0.065,G;C,103,100,0
26/07/2002,0.071,G;C,103,100,0
27/07/2002,0.079,G;C,103,100,0
28/07/2002,0.083,G;C,103,100,0
29/07/2002,0.022,G;C,103,100,0
30/07/2002,0.02,G;C,103,100,0
31/07/2002,0.088,G;C,103,100,0
01/08/2002,0.071,G;C,103,100,0
02/08/2002,0.052,G;C,103,100,0
03/08/2002,0.044,G;C,103,100,0
04/08/2002,0.045,G;C,103,100,0
05/08/2002,0.042,G;C,103,100,0
06/08/2002,0.029,G;C,103,100,0
07/08/2002,0.029,G;C,103,100,0
08/08/2002,0.03,G;C,103,100,0
09/08/2002,0.031,G;C,103,100,0
10/08/2002,0.036,G;C,103,100,0
11/08/2002,0.025,G;C,103,100,0
12/08/2002,0.021,G;C,103,100,0
13/08/2002,0.02,G;C,103,100,0
14/08/2002,0.02,G;C,103,100,0
15/08/2002,0.02,G;C,103,100,0
16/08/2002,0.02,G;C,103,100,0
17/08/2002,0.02,G;C,103,100,0
18/08/2002,0.02,G;C,103,100,0
19/08/2002,0.021,G;C,103,100,0
20/08/2002,0.02,G;C,103,100,0
21/08/2002,0.019,G;C,103,100,0
22/08/2002,0.018,G;C,103,100,0
23/08/2002,0.019,G;C,103,100,0
24/08/2002,0.02,G;C,103,100,0
25/08/2002,0.019,G;C,103,100,0
26/08/2002,0.018,G;C,103,100,0
27/08/2002,0.018,G;C,103,100,0
28/08/2002,0.018,G;C,103,100,0
29/08/2002,0.018,G;C,103,100,0
30/08/2002,0.018,G;C,103,100,0
31/08/2002,0.018,G;C,103,100,0
01/09/2002,0.02,G;C,103,100,0
02/09/2002,0.018,G;C,103,100,0
03/09/2002,0.015,G;C,103,100,0
04/09/2002,0.015,G;C,103,100,0
05/09/2002,0.013,G;C,103,100,0
06/09/2002,0.014,G;C,103,100,0
07/09/2002,0.015,G;C,103,100,0
08/09/2002,0.013,G;C,103,100,0
09/09/2002,0.023,G;C,103,100,0
10/09/2002,0.034,G;C,103,100,0
11/09/2002,0.019,G;C,103,100,0
12/09/2002,0.018,G;C,103,100,0
13/09/2002,0.016,G;C,103,100,0
14/09/2002,0.015,G;C,103,100,0
15/09/2002,0.014,G;C,103,100,0
16/09/2002,0.013,G;C,103,100,0
17/09/2002,0.013,G;C,103,100,0
18/09/2002,0.013,G;C,103,100,0
19/09/2002,0.013,G;C,103,100,0
20/09/2002,0.005,G;C,103,100,0
21/09/2002,0.005,G;C,103,100,0
22/09/2002,0.004,G;C,103,100,0
23/09/2002,0.004,G;C,103,100,0
24/09/2002,0.004,G;C,103,100,0
25/09/2002,0.004,G;C,103,100,0
26/09/2002,0.004,G;C,103,100,0
27/09/2002,0.004,G;C,103,100,0
28/09/2002,0.005,G;C,103,100,0
29/09/2002,0.005,G;C,103,100,0
30/09/2002,0.005,G;C,103,100,0
01/10/2002,0.005,G;C,103,100,0
02/10/2002,0.005,G;C,103,100,0
03/10/2002,0.005,G;C,103,100,0
04/10/2002,0.003,G;C,103,100,0
05/10/2002,0.006,G;C,103,100,0
06/10/2002,0.008,G;C,103,100,0
07/10/2002,0.011,G;C,103,100,0
08/10/2002,0.015,G;C,103,100,0
09/10/2002,0.012,G;C,103,100,0
10/10/2002,0.004,G;C,103,100,0
11/10/2002,0.009,G;C,103,100,0
12/10/2002,0.005,G;C,103,100,0
13/10/2002,0.02,G;C,103,100,0
14/10/2002,0.055,G;C,103,100,0
15/10/2002,0.076,G;C,103,100,0
16/10/2002,0.076,G;C,103,100,0
17/10/2002,0.061,G;C,103,100,0
18/10/2002,0.061,G;C,103,100,0
19/10/2002,0.047,G;C,103,100,0
20/10/2002,0.055,G;C,103,100,0
21/10/2002,0.086,G;C,103,100,0
22/10/2002,0.091,G;C,103,100,0
23/10/2002,0.083,G;C,103,100,0
24/10/2002,0.08,G;C,103,100,0
25/10/2002,0.085,G;C,103,100,0
26/10/2002,0.095,G;C,103,100,0
27/10/2002,0.086,G;C,103,100,0
28/10/2002,0.084,G;C,103,100,0
29/10/2002,0.093,G;C,103,100,0
30/10/2002,0.115,G;C,103,100,0
31/10/2002,0.144,G;C,103,100,0
01/11/2002,0.2,G;C,103,100,0
02/11/2002,0.234,G;C,103,100,0
03/11/2002,0.271,G;C,103,100,0
04/11/2002,0.304,G;C,103,100,0
05/11/2002,0.356,G;C,103,100,0
06/11/2002,0.47,G;C,103,100,0
07/11/2002,0.531,G;C,103,100,0
08/11/2002,0.572,G;C,103,100,0
09/11/2002,0.6,G;C,103,100,0
10/11/2002,0.647,G;C,103,100,0
11/11/2002,0.696,G;C,103,100,0
12/11/2002,0.779,G;C,103,100,0
13/11/2002,0.866,G;C,103,100,0
14/11/2002,0.91,G;C,103,100,0
15/11/2002,0.919,G;C,103,100,0
16/11/2002,0.939,G;C,103,100,0
17/11/2002,0.95,G;C,103,100,0
18/11/2002,0.955,G;C,103,100,0
19/11/2002,0.957,G;C,103,100,0
20/11/2002,1.02,G;C,103,100,0
21/11/2002,0.984,G;C,103,100,0
22/11/2002,0.998,G;C,103,100,0
23/11/2002,0.96,G;C,103,100,0
24/11/2002,0.943,G;C,103,100,0
25/11/2002,0.935,G;C,103,100,0
26/11/2002,0.945,G;C,103,100,0
27/11/2002,0.973,G;C,103,100,0
28/11/2002,0.963,G;C,103,100,0
29/11/2002,0.92,G;C,103,100,0
30/11/2002,0.922,G;C,103,100,0
01/12/2002,0.966,G;C,103,100,0
02/12/2002,0.943,G;C,103,100,0
03/12/2002,0.949,G;C,103,100,0
04/12/2002,0.935,G;C,103,100,0
05/12/2002,0.926,G;C,103,100,0
06/12/2002,0.959,G;C,103,100,0
07/12/2002,0.942,G;C,103,100,0
08/12/2002,0.925,G;C,103,100,0
09/12/2002,0.932,G;C,103,100,0
10/12/2002,0.952,G;C,103,100,0
11/12/2002,0.951,G;C,103,100,0
12/12/2002,0.95,G;C,103,100,0
13/12/2002,0.931,G;C,103,100,0
14/12/2002,0.938,G;C,103,100,0
15/12/2002,0.944,G;C,103,100,0
16/12/2002,0.927,G;C,103,100,0
17/12/2002,0.926,G;C,103,100,0
18/12/2002,0.944,G;C,103,100,0
19/12/2002,0.942,G;C,103,100,0
20/12/2002,0.953,G;C,103,100,0
21/12/2002,1.03,G;C,103,100,0
22/12/2002,1.07,G;C,103,100,0
23/12/2002,1.11,G;C,103,100,0
24/12/2002,1.14,G;C,103,100,0
25/12/2002,1.14,G;C,103,100,0
26/12/2002,1.18,G;C,103,100,0
27/12/2002,1.21,G;C,103,100,0
28/12/2002,1.24,G;C,103,100,0
29/12/2002,1.35,G;C,103,100,0
30/12/2002,1.45,G;C,103,100,0
31/12/2002,1.55,G;C,103,100,0
01/01/2003,1.71,G;C,103,100,0
02/01/2003,1.93,G;C,103,100,0
03/01/2003,2.04,G;C,103,100,0
04/01/2003,2.08,G;C,103,100,0
05/01/2003,2.11,G;C,103,100,0
06/01/2003,2.11,G;C,103,100,0
07/01/2003,2.04,G;C,103,100,0
08/01/2003,2.01,G;C,103,100,0
09/01/2003,2.01,G;C,103,100,0
10/01/2003,2.02,G;C,103,100,0
11/01/2003,2,G;C,103,100,0
12/01/2003,1.98,G;C,103,100,0
13/01/2003,1.95,G;C,103,100,0
14/01/2003,1.93,G;C,103,100,0
15/01/2003,1.88,G;C,103,100,0
16/01/2003,1.83,G;C,103,100,0
17/01/2003,1.8,G;C,103,100,0
18/01/2003,1.83,G;C,103,100,0
19/01/2003,1.87,G;C,103,100,0
20/01/2003,2,G;C,103,100,0
21/01/2003,2.08,G;C,103,100,0
22/01/2003,2.03,G;C,103,100,0
23/01/2003,2.04,G;C,103,100,0
24/01/2003,2.06,G;C,103,100,0
25/01/2003,2.05,G;C,103,100,0
26/01/2003,2.04,G;C,103,100,0
27/01/2003,2.02,G;C,103,100,0
28/01/2003,2.01,G;C,103,100,0
29/01/2003,1.96,G;C,103,100,0
30/01/2003,1.91,G;C,103,100,0
31/01/2003,1.88,G;C,103,100,0
01/02/2003,1.83,G;C,103,100,0
02/02/2003,1.73,G;C,103,100,0
03/02/2003,1.63,G;C,103,100,0
04/02/2003,1.51,G;C,103,100,0
05/02/2003,1.41,G;C,103,100,0
06/02/2003,1.33,G;C,103,100,0
07/02/2003,1.25,G;C,103,100,0
08/02/2003,1.23,G;C,103,100,0
09/02/2003,1.19,G;C,103,100,0
10/02/2003,1.18,G;C,103,100,0
11/02/2003,1.19,G;C,103,100,0
12/02/2003,1.15,G;C,103,100,0
13/02/2003,1.12,G;C,103,100,0
14/02/2003,1.08,G;C,103,100,0
15/02/2003,1.05,G;C,103,100,0
16/02/2003,1.03,G;C,103,100,0
17/02/2003,1.01,G;C,103,100,0
18/02/2003,0.998,G;C,103,100,0
19/02/2003,0.992,G;C,103,100,0
20/02/2003,0.978,G;C,103,100,0
21/02/2003,0.954,G;C,103,100,0
22/02/2003,0.932,G;C,103,100,0
23/02/2003,0.908,G;C,103,100,0
24/02/2003,0.888,G;C,103,100,0
25/02/2003,0.861,G;C,103,100,0
26/02/2003,0.843,G;C,103,100,0
27/02/2003,0.82,G;C,103,100,0
28/02/2003,0.85,G;C,103,100,0
01/03/2003,0.843,G;C,103,100,0
02/03/2003,0.792,G;C,103,100,0
03/03/2003,0.765,G;C,103,100,0
04/03/2003,0.762,G;C,103,100,0
05/03/2003,0.837,G;C,103,100,0
06/03/2003,0.827,G;C,103,100,0
07/03/2003,0.884,G;C,103,100,0
08/03/2003,0.879,G;C,103,100,0
09/03/2003,0.827,G;C,103,100,0
10/03/2003,0.812,G;C,103,100,0
11/03/2003,0.809,G;C,103,100,0
12/03/2003,0.797,G;C,103,100,0
13/03/2003,0.787,G;C,103,100,0
14/03/2003,0.789,G;C,103,100,0
15/03/2003,0.774,G;C,103,100,0
16/03/2003,0.76,G;C,103,100,0
17/03/2003,0.751,G;C,103,100,0
18/03/2003,0.737,G;C,103,100,0
19/03/2003,0.721,G;C,103,100,0
20/03/2003,0.695,G;C,103,100,0
21/03/2003,0.664,G;C,103,100,0
22/03/2003,0.635,G;C,103,100,0
23/03/2003,0.622,G;C,103,100,0
24/03/2003,0.598,G;C,103,100,0
25/03/2003,0.589,G;C,103,100,0
26/03/2003,0.573,G;C,103,100,0
27/03/2003,0.567,G;C,103,100,0
28/03/2003,0.558,G;C,103,100,0
29/03/2003,0.541,G;C,103,100,0
30/03/2003,0.534,G;C,103,100,0
31/03/2003,0.523,G;C,103,100,0
01/04/2003,0.526,G;C,103,100,0
02/04/2003,0.505,G;C,103,100,0
03/04/2003,0.493,G;C,103,100,0
04/04/2003,0.45,G;C,103,100,0
05/04/2003,0.437,G;C,103,100,0
06/04/2003,0.432,G;C,103,100,0
07/04/2003,0.42,G;C,103,100,0
08/04/2003,0.412,G;C,103,100,0
09/04/2003,0.405,G;C,103,100,0
10/04/2003,0.384,G;C,103,100,0
11/04/2003,0.384,G;C,103,100,0
12/04/2003,0.372,G;C,103,100,0
13/04/2003,0.365,G;C,103,100,0
14/04/2003,0.345,G;C,103,100,0
15/04/2003,0.329,G;C,103,100,0
16/04/2003,0.326,G;C,103,100,0
17/04/2003,0.338,G;C,103,100,0
18/04/2003,0.31,G;C,103,100,0
19/04/2003,0.327,G;C,103,100,0
20/04/2003,0.332,G;C,103,100,0
21/04/2003,0.326,G;C,103,100,0
22/04/2003,0.313,G;C,103,100,0
23/04/2003,0.303,G;C,103,100,0
24/04/2003,0.307,G;C,103,100,0
25/04/2003,0.312,G;C,103,100,0
26/04/2003,0.301,G;C,103,100,0
27/04/2003,0.304,G;C,103,100,0
28/04/2003,0.327,G;C,103,100,0
29/04/2003,0.28,G;C,103,100,0
30/04/2003,0.279,G;C,103,100,0
01/05/2003,0.272,G;C,103,100,0
02/05/2003,0.306,G;C,103,100,0
03/05/2003,0.269,G;C,103,100,0
04/05/2003,0.251,G;C,103,100,0
05/05/2003,0.235,G;C,103,100,0
06/05/2003,0.228,G;C,103,100,0
07/05/2003,0.228,G;C,103,100,0
08/05/2003,0.211,G;C,103,100,0
09/05/2003,0.201,G;C,103,100,0
10/05/2003,0.198,G;C,103,100,0
11/05/2003,0.199,G;C,103,100,0
12/05/2003,0.192,G;C,103,100,0
13/05/2003,0.18,G;C,103,100,0
14/05/2003,0.171,G;C,103,100,0
15/05/2003,0.17,G;C,103,100,0
16/05/2003,0.167,G;C,103,100,0
17/05/2003,0.163,G;C,103,100,0
18/05/2003,0.164,G;C,103,100,0
19/05/2003,0.155,G;C,103,100,0
20/05/2003,0.158,G;C,103,100,0
21/05/2003,0.155,G;C,103,100,0
22/05/2003,0.153,G;C,103,100,0
23/05/2003,0.15,G;C,103,100,0
24/05/2003,0.143,G;C,103,100,0
25/05/2003,0.14,G;C,103,100,0
26/05/2003,0.135,G;C,103,100,0
27/05/2003,0.13,G;C,103,100,0
28/05/2003,0.121,G;C,103,100,0
29/05/2003,0.116,G;C,103,100,0
30/05/2003,0.114,G;C,103,100,0
31/05/2003,0.11,G;C,103,100,0
01/06/2003,0.111,G;C,103,100,0
02/06/2003,0.105,G;C,103,100,0
03/06/2003,0.102,G;C,103,100,0
04/06/2003,0.102,G;C,103,100,0
05/06/2003,0.096,G;C,103,100,0
06/06/2003,0.102,G;C,103,100,0
07/06/2003,0.104,G;C,103,100,0
08/06/2003,0.099,G;C,103,100,0
09/06/2003,0.072,G;C,103,100,0
10/06/2003,0.086,G;C,103,100,0
11/06/2003,0.067,G;C,103,100,0
12/06/2003,0.054,G;C,103,100,0
13/06/2003,0.05,G;C,103,100,0
14/06/2003,0.048,G;C,103,100,0
15/06/2003,0.046,G;C,103,100,0
16/06/2003,0.044,G;C,103,100,0
17/06/2003,0.047,G;C,103,100,0
18/06/2003,0.044,G;C,103,100,0
19/06/2003,0.045,G;C,103,100,0
20/06/2003,0.032,G;C,103,100,0
21/06/2003,0.029,G;C,103,100,0
22/06/2003,0.046,G;C,103,100,0
23/06/2003,0.053,G;C,103,100,0
24/06/2003,0.028,G;C,103,100,0
25/06/2003,0.022,G;C,103,100,0
26/06/2003,0.02,G;C,103,100,0
27/06/2003,0.023,G;C,103,100,0
28/06/2003,0.016,G;C,103,100,0
29/06/2003,0.019,G;C,103,100,0
30/06/2003,0.026,G;C,103,100,0
01/07/2003,0.024,G;C,103,100,0
02/07/2003,0.018,G;C,103,100,0
03/07/2003,0.011,G;C,103,100,0
04/07/2003,0.016,G;C,103,100,0
05/07/2003,0.018,G;C,103,100,0
06/07/2003,0.015,G;C,103,100,0
07/07/2003,0.015,G;C,103,100,0
08/07/2003,0.015,G;C,103,100,0
09/07/2003,0.013,G;C,103,100,0
10/07/2003,0.009,G;C,103,100,0
11/07/2003,0.009,G;C,103,100,0
12/07/2003,0.009,G;C,103,100,0
13/07/2003,0.007,G;C,103,100,0
14/07/2003,0.007,G;C,103,100,0
15/07/2003,0.007,G;C,103,100,0
16/07/2003,0.008,G;C,103,100,0
17/07/2003,0.011,G;C,103,100,0
18/07/2003,0.01,G;C,103,100,0
19/07/2003,0.007,G;C,103,100,0
20/07/2003,0.008,G;C,103,100,0
21/07/2003,0.007,G;C,103,100,0
22/07/2003,0.007,G;C,103,100,0
23/07/2003,0.003,G;C,103,100,0
24/07/2003,0.002,G;C,103,100,0
25/07/2003,0.012,G;C,103,100,0
26/07/2003,0.031,G;C,103,100,0
27/07/2003,0.021,G;C,103,100,0
28/07/2003,0.017,G;C,103,100,0
29/07/2003,0.017,G;C,103,100,0
30/07/2003,0.029,G;C,103,100,0
31/07/2003,0.018,G;C,103,100,0
01/08/2003,0.015,G;C,103,100,0
02/08/2003,0.007,G;C,103,100,0
03/08/2003,0.004,G;C,103,100,0
04/08/2003,0.003,G;C,103,100,0
05/08/2003,0.006,G;C,103,100,0
06/08/2003,0.005,G;C,103,100,0
07/08/2003,0.004,G;C,103,100,0
08/08/2003,0.004,G;C,103,100,0
09/08/2003,0.004,G;C,103,100,0
10/08/2003,0.005,G;C,103,100,0
11/08/2003,0.005,G;C,103,100,0
12/08/2003,0.005,G;C,103,100,0
13/08/2003,0.004,G;C,103,100,0
14/08/2003,0.004,G;C,103,100,0
15/08/2003,0.003,G;C,103,100,0
16/08/2003,0.002,G;C,103,100,0
17/08/2003,0.006,G;C,103,100,0
18/08/2003,0.002,G;C,103,100,0
19/08/2003,0.001,G;C,103,100,0
20/08/2003,0,G;C,103,100,0
21/08/2003,0,G;C,103,100,0
22/08/2003,0.001,G;C,103,100,0
23/08/2003,0.002,G;C,103,100,0
24/08/2003,0,G;C,103,100,0
25/08/2003,0,G;C,103,100,0
26/08/2003,0,G;C,103,100,0
27/08/2003,0,G;C,103,100,0
28/08/2003,0.001,G;C,103,100,0
29/08/2003,0,G;C,103,100,0
30/08/2003,0.001,G;C,103,100,0
31/08/2003,0.001,G;C,103,100,0
01/09/2003,0,G;C,103,100,0
02/09/2003,0,G;C,103,100,0
03/09/2003,0,G;C,103,100,0
04/09/2003,0,G;C,103,100,0
05/09/2003,0.003,G;C,103,100,0
06/09/2003,0,G;C,103,100,0
07/09/2003,0,G;C,103,100,0
08/09/2003,0,G;C,103,100,0
09/09/2003,0.002,G;C,103,100,0
10/09/2003,0.001,G;C,103,100,0
11/09/2003,0,G;C,103,100,0
12/09/2003,0,G;C,103,100,0
13/09/2003,0,G;C,103,100,0
14/09/2003,0.001,E;Ed;C,103,100,0
15/09/2003,0,E;Ed;C,103,100,0
16/09/2003,0,E;Ed;C,103,100,0
17/09/2003,0,E;Ed;C,103,100,0
18/09/2003,0,E;Ed;C,103,100,0
19/09/2003,0.001,E;Ed;C,103,100,0
20/09/2003,0.015,E;Ed;C,103,100,0
21/09/2003,0.02,E;Ed;C,103,100,0
22/09/2003,0.034,E;Ed;C,103,100,0
23/09/2003,0.044,E;Ed;C,103,100,0
24/09/2003,0.04,E;Ed;C,103,100,0
25/09/2003,0.009,E;Ed;C,103,100,0
26/09/2003,0.004,E;Ed;C,103,100,0
27/09/2003,0.003,E;Ed;C,103,100,0
28/09/2003,0.001,E;Ed;C,103,100,0
29/09/2003,0,E;Ed;C,103,100,0
30/09/2003,0,G;C,103,100,0
01/10/2003,0.001,G;C,103,100,0
02/10/2003,0.004,G;C,103,100,0
03/10/2003,0.01,G;C,103,100,0
04/10/2003,0.011,G;C,103,100,0
05/10/2003,0.016,G;C,103,100,0
06/10/2003,0.027,G;C,103,100,0
07/10/2003,0.035,G;C,103,100,0
08/10/2003,0.027,G;C,103,100,0
09/10/2003,0.033,G;C,103,100,0
10/10/2003,0.035,G;C,103,100,0
11/10/2003,0.039,G;C,103,100,0
12/10/2003,0.044,G;C,103,100,0
13/10/2003,0.024,G;C,103,100,0
14/10/2003,0.02,G;C,103,100,0
15/10/2003,0.025,G;C,103,100,0
16/10/2003,0.033,G;C,103,100,0
17/10/2003,0.043,G;C,103,100,0
18/10/2003,0.053,G;C,103,100,0
19/10/2003,0.059,G;C,103,100,0
20/10/2003,0.068,G;C,103,100,0
21/10/2003,0.07,G;C,103,100,0
22/10/2003,0.079,G;C,103,100,0
23/10/2003,0.054,G;C,103,100,0
24/10/2003,0.047,G;C,103,100,0
25/10/2003,0.052,G;C,103,100,0
26/10/2003,0.067,G;C,103,100,0
27/10/2003,0.06,G;C,103,100,0
28/10/2003,0.09,G;C,103,100,0
29/10/2003,0.111,G;C,103,100,0
30/10/2003,0.116,G;C,103,100,0
31/10/2003,0.065,G;C,103,100,0
01/11/2003,0.027,G;C,103,100,0
02/11/2003,0.04,G;C,103,100,0
03/11/2003,0.029,G;C,103,100,0
04/11/2003,0.013,G;C,103,100,0
05/11/2003,0.02,G;C,103,100,0
06/11/2003,0.021,G;C,103,100,0
07/11/2003,0.025,G;C,103,100,0
08/11/2003,0.029,G;C,103,100,0
09/11/2003,0.04,G;C,103,100,0
10/11/2003,0.042,G;C,103,100,0
11/11/2003,0.053,G;C,103,100,0
12/11/2003,0.046,G;C,103,100,0
13/11/2003,0.089,G;C,103,100,0
14/11/2003,0.082,G;C,103,100,0
15/11/2003,0.077,G;C,103,100,0
16/11/2003,0.051,G;C,103,100,0
17/11/2003,0.071,G;C,103,100,0
18/11/2003,0.079,G;C,103,100,0
19/11/2003,0.133,G;C,103,100,0
20/11/2003,0.172,G;C,103,100,0
21/11/2003,0.201,G;C,103,100,0
22/11/2003,0.228,G;C,103,100,0
23/11/2003,0.193,G;C,103,100,0
24/11/2003,0.198,G;C,103,100,0
25/11/2003,0.356,G;C,103,100,0
26/11/2003,0.267,G;C,103,100,0
27/11/2003,0.112,G;C,103,100,0
28/11/2003,0.084,G;C,103,100,0
29/11/2003,0.156,G;C,103,100,0
30/11/2003,0.196,G;C,103,100,0
01/12/2003,0.08,G;C,103,100,0
02/12/2003,0.084,G;C,103,100,0
03/12/2003,0.091,G;C,103,100,0
04/12/2003,0.091,G;C,103,100,0
05/12/2003,0.093,G;C,103,100,0
06/12/2003,0.088,G;C,103,100,0
07/12/2003,0.088,G;C,103,100,0
08/12/2003,0.088,G;C,103,100,0
09/12/2003,0.085,G;C,103,100,0
10/12/2003,0.084,G;C,103,100,0
11/12/2003,0.087,G;C,103,100,0
12/12/2003,0.093,G;C,103,100,0
13/12/2003,0.118,G;C,103,100,0
14/12/2003,0.126,G;C,103,100,0
15/12/2003,0.115,G;C,103,100,0
16/12/2003,0.114,G;C,103,100,0
17/12/2003,0.114,G;C,103,100,0
18/12/2003,0.114,G;C,103,100,0
19/12/2003,0.114,G;C,103,100,0
20/12/2003,0.134,G;C,103,100,0
21/12/2003,0.16,G;C,103,100,0
22/12/2003,0.147,G;C,103,100,0
23/12/2003,0.148,G;C,103,100,0
24/12/2003,0.151,G;C,103,100,0
25/12/2003,0.157,G;C,103,100,0
26/12/2003,0.178,G;C,103,100,0
27/12/2003,0.232,G;C,103,100,0
28/12/2003,0.239,G;C,103,100,0
29/12/2003,0.239,G;C,103,100,0
30/12/2003,0.239,G;C,103,100,0
31/12/2003,0.249,G;C,103,100,0
01/01/2004,0.641,G;I,103,99,0
02/01/2004,0.441,G;C,103,100,0
03/01/2004,0.497,G;C,103,100,0
04/01/2004,0.556,G;C,103,100,0
05/01/2004,0.747,G;C,103,100,0
06/01/2004,0.759,G;C,103,100,0
07/01/2004,1.06,G;C,103,100,0
08/01/2004,1.09,G;C,103,100,0
09/01/2004,0.713,G;C,103,100,0
10/01/2004,0.837,G;C,103,100,0
11/01/2004,1.1,G;C,103,100,0
12/01/2004,1.49,G;C,103,100,0
13/01/2004,1.21,G;C,103,100,0
14/01/2004,1.02,G;C,103,100,0
15/01/2004,1.34,G;C,103,100,0
16/01/2004,1.17,G;C,103,100,0
17/01/2004,0.883,G;C,103,100,0
18/01/2004,0.809,G;C,103,100,0
19/01/2004,0.901,G;C,103,100,0
20/01/2004,0.884,G;C,103,100,0
21/01/2004,0.878,G;C,103,100,0
22/01/2004,0.973,G;C,103,100,0
23/01/2004,0.972,G;C,103,100,0
24/01/2004,0.91,G;C,103,100,0
25/01/2004,1.02,G;C,103,100,0
26/01/2004,1.01,G;C,103,100,0
27/01/2004,0.959,G;C,103,100,0
28/01/2004,0.971,G;C,103,100,0
29/01/2004,0.857,G;C,103,100,0
30/01/2004,1.13,G;C,103,100,0
31/01/2004,1.38,G;C,103,100,0
01/02/2004,1.13,G;C,103,100,0
02/02/2004,1.14,G;C,103,100,0
03/02/2004,1.19,G;C,103,100,0
04/02/2004,1.26,G;C,103,100,0
05/02/2004,1.32,G;C,103,100,0
06/02/2004,1.51,G;C,103,100,0
07/02/2004,1.45,G;C,103,100,0
08/02/2004,1.32,G;C,103,100,0
09/02/2004,1.3,G;C,103,100,0
10/02/2004,1.34,G;C,103,100,0
11/02/2004,1.32,G;C,103,100,0
12/02/2004,1.3,G;C,103,100,0
13/02/2004,1.31,G;C,103,100,0
14/02/2004,1.34,G;C,103,100,0
15/02/2004,1.29,G;C,103,100,0
16/02/2004,1.26,G;C,103,100,0
17/02/2004,1.22,G;C,103,100,0
18/02/2004,1.21,G;C,103,100,0
19/02/2004,1.22,G;C,103,100,0
20/02/2004,1.3,G;C,103,100,0
21/02/2004,1.31,G;C,103,100,0
22/02/2004,1.19,G;C,103,100,0
23/02/2004,1.12,G;C,103,100,0
24/02/2004,1.22,G;C,103,100,0
25/02/2004,1.23,G;C,103,100,0
26/02/2004,1.38,G;C,103,100,0
27/02/2004,1.26,G;C,103,100,0
28/02/2004,1.01,G;C,103,100,0
29/02/2004,0.816,G;C,103,100,0
01/03/2004,0.73,G;C,103,100,0
02/03/2004,0.786,G;C,103,100,0
03/03/2004,0.825,G;C,103,100,0
04/03/2004,0.863,G;C,103,100,0
05/03/2004,0.835,G;C,103,100,0
06/03/2004,0.777,G;C,103,100,0
07/03/2004,0.75,G;C,103,100,0
08/03/2004,0.684,G;C,103,100,0
09/03/2004,0.699,G;C,103,100,0
10/03/2004,0.727,G;C,103,100,0
11/03/2004,0.931,G;C,103,100,0
12/03/2004,1.01,G;C,103,100,0
13/03/2004,0.792,G;C,103,100,0
14/03/2004,0.778,G;C,103,100,0
15/03/2004,0.671,G;C,103,100,0
16/03/2004,0.608,G;C,103,100,0
17/03/2004,0.601,G;C,103,100,0
18/03/2004,0.736,G;C,103,100,0
19/03/2004,0.883,G;C,103,100,0
20/03/2004,1.03,G;C,103,100,0
21/03/2004,0.859,G;C,103,100,0
22/03/2004,0.685,G;C,103,100,0
