Station name,FOSSEBRIDGE,,,,
Station number,0630TH,,,,
External number,---,,,,
River,River Coln,,,,
Operator,---,,,,
NGR,SP0801511237,,,,
Easting,408015,,,,
Northing,211237,,,,
Parameter-name,FQ [Flow],,,,
Parameter Type,Flow,,,,
Time series name,THM/0630TH/FQ/WDay.Mean,,,,
Time series unit,m?/s,,,,
Time level,Daily,,,,
Time series type,Other,,,,
Equidistant time series,yes,,,,
Time series value distance,1 day,,,,
Time series quality,Production,,,,
Time series measuring method,---,,,,
Period of record in file: 01/01/1980 09:00:00 to 08/01/2021 09:00:00,,,,,
Quality code description, G = good; E = estimated; S = suspect; U = unchecked; M = missing; C = complete; I = incomplete; Ed = edited; WR = within rating; NR = no rating; EX> = extrapolated upper part; EX< = extrapolated lower part; BL> = beyond upper limit; BL< = beyond lower limit; MH = weir modular (head); NH = weir non modular (head); EH = weir extremely non modular (head); MT = weir modular (tail); NT = weir non modular (tail); ET = weir extremely non modular (tail); MC = weir modular (crest); NC = weir non modular (crest); EC = weir extremely non modular (crest); -H = weir head only; RAS = rastered time stamp; A = apportioned/interpolated; D = dry; SN = snow; T = trace,,,,
Time stamp,Value[m?/s],State of value,Interpolation,valid[%],invalid[%]
15/03/1991,0.888,G;C,103,100,0
16/03/1991,0.903,G;C,103,100,0
17/03/1991,0.915,G;C,103,100,0
18/03/1991,0.907,G;C,103,100,0
19/03/1991,0.92,G;C,103,100,0
20/03/1991,0.906,G;C,103,100,0
21/03/1991,0.906,G;C,103,100,0
22/03/1991,0.899,G;C,103,100,0
23/03/1991,0.888,G;C,103,100,0
24/03/1991,0.878,G;C,103,100,0
25/03/1991,0.872,G;C,103,100,0
26/03/1991,0.877,G;C,103,100,0
27/03/1991,0.854,G;C,103,100,0
28/03/1991,0.837,G;C,103,100,0
29/03/1991,0.834,G;C,103,100,0
30/03/1991,0.817,G;C,103,100,0
31/03/1991,0.804,G;C,103,100,0
01/04/1991,0.791,G;C,103,100,0
02/04/1991,0.802,G;C,103,100,0
03/04/1991,0.782,G;C,103,100,0
04/04/1991,0.799,G;C,103,100,0
05/04/1991,0.775,G;C,103,100,0
06/04/1991,0.773,G;C,103,100,0
07/04/1991,0.782,G;C,103,100,0
08/04/1991,0.736,G;C,103,100,0
09/04/1991,0.721,G;C,103,100,0
10/04/1991,0.7,G;C,103,100,0
11/04/1991,0.693,G;C,103,100,0
12/04/1991,0.673,G;C,103,100,0
13/04/1991,0.659,G;C,103,100,0
14/04/1991,0.644,G;C,103,100,0
15/04/1991,0.629,G;C,103,100,0
16/04/1991,0.62,G;C,103,100,0
17/04/1991,0.606,G;C,103,100,0
18/04/1991,0.596,G;C,103,100,0
19/04/1991,0.581,G;C,103,100,0
20/04/1991,0.561,G;C,103,100,0
21/04/1991,0.556,G;C,103,100,0
22/04/1991,0.537,G;C,103,100,0
23/04/1991,0.523,G;C,103,100,0
24/04/1991,0.513,G;C,103,100,0
25/04/1991,0.499,G;C,103,100,0
26/04/1991,0.495,G;C,103,100,0
27/04/1991,0.476,G;C,103,100,0
28/04/1991,0.469,G;C,103,100,0
29/04/1991,0.537,G;C,103,100,0
30/04/1991,0.624,G;C,103,100,0
01/05/1991,0.552,G;C,103,100,0
02/05/1991,0.519,G;C,103,100,0
03/05/1991,0.494,G;C,103,100,0
04/05/1991,0.497,G;C,103,100,0
05/05/1991,0.481,G;C,103,100,0
06/05/1991,0.47,G;C,103,100,0
07/05/1991,0.454,G;C,103,100,0
08/05/1991,0.452,G;C,103,100,0
09/05/1991,0.436,G;C,103,100,0
10/05/1991,0.428,G;C,103,100,0
11/05/1991,0.418,G;C,103,100,0
12/05/1991,0.409,G;C,103,100,0
13/05/1991,0.401,G;C,103,100,0
14/05/1991,0.388,G;C,103,100,0
15/05/1991,0.375,G;C,103,100,0
16/05/1991,0.368,G;C,103,100,0
17/05/1991,0.359,G;C,103,100,0
18/05/1991,0.35,G;C,103,100,0
19/05/1991,0.341,G;C,103,100,0
20/05/1991,0.334,G;C,103,100,0
21/05/1991,0.326,G;C,103,100,0
22/05/1991,0.317,G;C,103,100,0
23/05/1991,0.309,G;C,103,100,0
24/05/1991,0.301,G;C,103,100,0
25/05/1991,0.29,G;C,103,100,0
26/05/1991,0.279,G;C,103,100,0
27/05/1991,0.271,G;C,103,100,0
28/05/1991,0.264,G;C,103,100,0
29/05/1991,0.255,G;C,103,100,0
30/05/1991,0.249,G;C,103,100,0
31/05/1991,0.236,G;C,103,100,0
01/06/1991,0.213,G;C,103,100,0
02/06/1991,0.208,G;C,103,100,0
03/06/1991,0.202,G;C,103,100,0
04/06/1991,0.196,G;C,103,100,0
05/06/1991,0.191,G;C,103,100,0
06/06/1991,0.189,G;C,103,100,0
07/06/1991,0.189,G;C,103,100,0
08/06/1991,0.184,G;C,103,100,0
09/06/1991,0.188,G;C,103,100,0
10/06/1991,0.172,G;C,103,100,0
11/06/1991,0.163,G;C,103,100,0
12/06/1991,0.162,G;C,103,100,0
13/06/1991,0.16,G;C,103,100,0
14/06/1991,0.159,G;C,103,100,0
15/06/1991,0.162,G;C,103,100,0
16/06/1991,0.165,G;C,103,100,0
17/06/1991,0.158,G;C,103,100,0
18/06/1991,0.159,G;C,103,100,0
19/06/1991,0.16,G;C,103,100,0
20/06/1991,0.176,G;C,103,100,0
21/06/1991,0.168,G;C,103,100,0
22/06/1991,0.168,G;C,103,100,0
23/06/1991,0.196,G;C,103,100,0
24/06/1991,0.242,G;C,103,100,0
25/06/1991,0.237,G;C,103,100,0
26/06/1991,0.208,G;C,103,100,0
27/06/1991,0.242,G;C,103,100,0
28/06/1991,0.209,G;C,103,100,0
29/06/1991,0.181,G;C,103,100,0
30/06/1991,0.168,G;C,103,100,0
01/07/1991,0.128,G;C,103,100,0
02/07/1991,0.128,G;C,103,100,0
03/07/1991,0.128,G;C,103,100,0
04/07/1991,0.128,G;C,103,100,0
05/07/1991,0.119,G;C,103,100,0
06/07/1991,0.129,G;C,103,100,0
07/07/1991,0.12,G;C,103,100,0
08/07/1991,0.12,G;C,103,100,0
09/07/1991,0.114,G;C,103,100,0
10/07/1991,0.11,G;C,103,100,0
11/07/1991,0.101,G;C,103,100,0
12/07/1991,0.11,G;C,103,100,0
13/07/1991,0.11,G;C,103,100,0
14/07/1991,0.108,G;C,103,100,0
15/07/1991,0.101,G;C,103,100,0
16/07/1991,0.106,G;C,103,100,0
17/07/1991,0.107,G;C,103,100,0
18/07/1991,0.151,G;C,103,100,0
19/07/1991,0.124,G;C,103,100,0
20/07/1991,0.11,G;C,103,100,0
21/07/1991,0.11,G;C,103,100,0
22/07/1991,0.101,G;C,103,100,0
23/07/1991,0.097,G;C,103,100,0
24/07/1991,0.096,G;C,103,100,0
25/07/1991,0.117,G;C,103,100,0
26/07/1991,0.112,G;C,103,100,0
27/07/1991,0.093,G;C,103,100,0
28/07/1991,0.093,G;C,103,100,0
29/07/1991,0.093,G;C,103,100,0
30/07/1991,0.095,G;C,103,100,0
31/07/1991,0.083,G;C,103,100,0
01/08/1991,0.101,G;C,103,100,0
02/08/1991,0.112,G;C,103,100,0
03/08/1991,0.099,G;C,103,100,0
04/08/1991,0.097,G;C,103,100,0
05/08/1991,0.093,G;C,103,100,0
06/08/1991,0.103,G;C,103,100,0
07/08/1991,0.101,G;C,103,100,0
08/08/1991,0.091,G;C,103,100,0
09/08/1991,0.08,G;C,103,100,0
10/08/1991,0.08,G;C,103,100,0
11/08/1991,0.08,G;C,103,100,0
12/08/1991,0.08,G;C,103,100,0
13/08/1991,0.08,G;C,103,100,0
14/08/1991,0.079,G;C,103,100,0
15/08/1991,0.069,G;C,103,100,0
16/08/1991,0.069,G;C,103,100,0
17/08/1991,0.067,G;C,103,100,0
18/08/1991,0.065,G;C,103,100,0
19/08/1991,0.065,G;C,103,100,0
20/08/1991,0.065,G;C,103,100,0
21/08/1991,0.065,G;C,103,100,0
22/08/1991,0.066,G;C,103,100,0
23/08/1991,0.069,G;C,103,100,0
24/08/1991,0.066,G;C,103,100,0
25/08/1991,0.061,G;C,103,100,0
26/08/1991,0.061,G;C,103,100,0
27/08/1991,0.061,G;C,103,100,0
28/08/1991,0.061,G;C,103,100,0
29/08/1991,0.061,G;C,103,100,0
30/08/1991,0.061,G;C,103,100,0
31/08/1991,0.054,G;C,103,100,0
01/09/1991,0.054,G;C,103,100,0
02/09/1991,0.054,G;C,103,100,0
03/09/1991,0.054,G;C,103,100,0
04/09/1991,0.054,G;C,103,100,0
05/09/1991,0.054,G;C,103,100,0
06/09/1991,0.052,G;C,103,100,0
07/09/1991,0.044,G;C,103,100,0
08/09/1991,0.044,G;C,103,100,0
09/09/1991,0.044,G;C,103,100,0
10/09/1991,0.044,G;C,103,100,0
11/09/1991,0.044,G;C,103,100,0
12/09/1991,0.044,G;C,103,100,0
13/09/1991,0.044,G;C,103,100,0
14/09/1991,0.037,G;C,103,100,0
15/09/1991,0.044,G;C,103,100,0
16/09/1991,0.044,G;C,103,100,0
17/09/1991,0.047,G;C,103,100,0
18/09/1991,0.047,G;C,103,100,0
19/09/1991,0.047,G;C,103,100,0
20/09/1991,0.042,G;C,103,100,0
21/09/1991,0.045,G;C,103,100,0
22/09/1991,0.047,G;C,103,100,0
23/09/1991,0.045,G;C,103,100,0
24/09/1991,0.04,G;C,103,100,0
25/09/1991,0.04,G;C,103,100,0
26/09/1991,0.049,G;C,103,100,0
27/09/1991,0.054,G;C,103,100,0
28/09/1991,0.055,G;C,103,100,0
29/09/1991,0.058,G;C,103,100,0
30/09/1991,0.057,G;C,103,100,0
01/10/1991,0.055,G;C,103,100,0
02/10/1991,0.048,G;C,103,100,0
03/10/1991,0.047,G;C,103,100,0
04/10/1991,0.047,G;C,103,100,0
05/10/1991,0.053,G;C,103,100,0
06/10/1991,0.054,G;C,103,100,0
07/10/1991,0.054,G;C,103,100,0
08/10/1991,0.054,G;C,103,100,0
09/10/1991,0.054,G;C,103,100,0
10/10/1991,0.047,G;C,103,100,0
11/10/1991,0.047,G;C,103,100,0
12/10/1991,0.047,G;C,103,100,0
13/10/1991,0.047,G;C,103,100,0
14/10/1991,0.042,G;C,103,100,0
15/10/1991,0.04,G;C,103,100,0
16/10/1991,0.041,G;C,103,100,0
17/10/1991,0.046,G;C,103,100,0
18/10/1991,0.047,G;C,103,100,0
19/10/1991,0.047,G;C,103,100,0
20/10/1991,0.04,G;C,103,100,0
21/10/1991,0.04,G;C,103,100,0
22/10/1991,0.04,G;C,103,100,0
23/10/1991,0.04,G;C,103,100,0
24/10/1991,0.04,G;C,103,100,0
25/10/1991,0.04,G;C,103,100,0
26/10/1991,0.04,G;C,103,100,0
27/10/1991,0.04,G;C,103,100,0
28/10/1991,0.04,G;C,103,100,0
29/10/1991,0.047,G;C,103,100,0
30/10/1991,0.054,G;C,103,100,0
31/10/1991,0.049,G;C,103,100,0
01/11/1991,0.058,G;C,103,100,0
02/11/1991,0.056,G;C,103,100,0
03/11/1991,0.055,G;C,103,100,0
04/11/1991,0.054,G;C,103,100,0
05/11/1991,0.047,G;C,103,100,0
06/11/1991,0.045,G;C,103,100,0
07/11/1991,0.042,G;C,103,100,0
08/11/1991,0.047,G;C,103,100,0
09/11/1991,0.047,G;C,103,100,0
10/11/1991,0.042,G;C,103,100,0
11/11/1991,0.04,G;C,103,100,0
12/11/1991,0.042,G;C,103,100,0
13/11/1991,0.065,G;C,103,100,0
14/11/1991,0.069,G;C,103,100,0
15/11/1991,0.069,G;C,103,100,0
16/11/1991,0.067,G;C,103,100,0
17/11/1991,0.059,G;C,103,100,0
18/11/1991,0.062,G;C,103,100,0
19/11/1991,0.093,G;C,103,100,0
20/11/1991,0.116,G;C,103,100,0
21/11/1991,0.111,G;C,103,100,0
22/11/1991,0.136,G;C,103,100,0
23/11/1991,0.163,G;C,103,100,0
24/11/1991,0.19,G;C,103,100,0
25/11/1991,0.213,G;C,103,100,0
26/11/1991,0.226,G;C,103,100,0
27/11/1991,0.24,G;C,103,100,0
28/11/1991,0.246,G;C,103,100,0
29/11/1991,0.256,G;C,103,100,0
30/11/1991,0.256,G;C,103,100,0
01/12/1991,0.256,G;C,103,100,0
02/12/1991,0.256,G;C,103,100,0
03/12/1991,0.256,G;C,103,100,0
04/12/1991,0.256,G;C,103,100,0
05/12/1991,0.256,G;C,103,100,0
06/12/1991,0.252,G;C,103,100,0
07/12/1991,0.245,G;C,103,100,0
08/12/1991,0.239,G;C,103,100,0
09/12/1991,0.239,G;C,103,100,0
10/12/1991,0.222,G;C,103,100,0
11/12/1991,0.192,G;C,103,100,0
12/12/1991,0.173,G;C,103,100,0
13/12/1991,0.18,G;C,103,100,0
14/12/1991,0.192,G;C,103,100,0
15/12/1991,0.207,G;C,103,100,0
16/12/1991,0.222,G;C,103,100,0
17/12/1991,0.225,G;C,103,100,0
18/12/1991,0.241,G;C,103,100,0
19/12/1991,0.226,G;C,103,100,0
20/12/1991,0.214,G;C,103,100,0
21/12/1991,0.205,G;C,103,100,0
22/12/1991,0.196,G;C,103,100,0
23/12/1991,0.186,G;C,103,100,0
24/12/1991,0.179,G;C,103,100,0
25/12/1991,0.175,G;C,103,100,0
26/12/1991,0.172,G;C,103,100,0
27/12/1991,0.168,G;C,103,100,0
28/12/1991,0.168,G;C,103,100,0
29/12/1991,0.168,G;C,103,100,0
30/12/1991,0.166,G;C,103,100,0
31/12/1991,0.161,G;C,103,100,0
01/01/1992,0.148,G;C,103,100,0
02/01/1992,0.143,G;C,103,100,0
03/01/1992,0.143,G;C,103,100,0
04/01/1992,0.157,G;C,103,100,0
05/01/1992,0.154,G;C,103,100,0
06/01/1992,0.144,G;C,103,100,0
07/01/1992,0.143,G;C,103,100,0
08/01/1992,0.165,G;C,103,100,0
09/01/1992,0.57,G;C,103,100,0
10/01/1992,0.713,G;C,103,100,0
11/01/1992,0.713,G;C,103,100,0
12/01/1992,0.754,G;C,103,100,0
13/01/1992,0.787,G;C,103,100,0
14/01/1992,0.798,G;C,103,100,0
15/01/1992,0.798,G;C,103,100,0
16/01/1992,0.795,G;C,103,100,0
17/01/1992,0.785,G;C,103,100,0
18/01/1992,0.769,G;C,103,100,0
19/01/1992,0.755,G;C,103,100,0
20/01/1992,0.736,G;C,103,100,0
21/01/1992,0.723,G;C,103,100,0
22/01/1992,0.697,G;C,103,100,0
23/01/1992,0.684,G;C,103,100,0
24/01/1992,0.664,G;C,103,100,0
25/01/1992,0.672,G;C,103,100,0
26/01/1992,0.682,G;C,103,100,0
27/01/1992,0.648,G;C,103,100,0
28/01/1992,0.632,G;C,103,100,0
29/01/1992,0.608,G;C,103,100,0
30/01/1992,0.604,G;C,103,100,0
31/01/1992,0.589,G;C,103,100,0
01/02/1992,0.571,G;C,103,100,0
02/02/1992,0.562,G;C,103,100,0
03/02/1992,0.545,G;C,103,100,0
04/02/1992,0.53,G;C,103,100,0
05/02/1992,0.521,G;C,103,100,0
06/02/1992,0.507,G;C,103,100,0
07/02/1992,0.498,G;C,103,100,0
08/02/1992,0.485,G;C,103,100,0
09/02/1992,0.483,G;C,103,100,0
10/02/1992,0.476,G;C,103,100,0
11/02/1992,0.476,G;C,103,100,0
12/02/1992,0.48,G;C,103,100,0
13/02/1992,0.476,G;C,103,100,0
14/02/1992,0.449,G;C,103,100,0
15/02/1992,0.454,G;C,103,100,0
16/02/1992,0.44,G;C,103,100,0
17/02/1992,0.44,G;C,103,100,0
18/02/1992,0.44,G;C,103,100,0
19/02/1992,0.44,G;C,103,100,0
20/02/1992,0.44,G;C,103,100,0
21/02/1992,0.44,G;C,103,100,0
22/02/1992,0.432,G;C,103,100,0
23/02/1992,0.426,G;C,103,100,0
24/02/1992,0.426,G;C,103,100,0
25/02/1992,0.426,G;C,103,100,0
26/02/1992,0.426,G;C,103,100,0
27/02/1992,0.426,G;C,103,100,0
28/02/1992,0.426,G;C,103,100,0
29/02/1992,0.426,G;C,103,100,0
01/03/1992,0.412,G;C,103,100,0
02/03/1992,0.426,G;C,103,100,0
03/03/1992,0.424,G;C,103,100,0
04/03/1992,0.419,G;C,103,100,0
05/03/1992,0.417,G;C,103,100,0
06/03/1992,0.388,G;C,103,100,0
07/03/1992,0.384,G;C,103,100,0
08/03/1992,0.384,G;C,103,100,0
09/03/1992,0.382,G;C,103,100,0
10/03/1992,0.374,G;C,103,100,0
11/03/1992,0.377,G;C,103,100,0
12/03/1992,0.374,G;C,103,100,0
13/03/1992,0.36,G;C,103,100,0
14/03/1992,0.351,G;C,103,100,0
15/03/1992,0.344,G;C,103,100,0
16/03/1992,0.337,G;C,103,100,0
17/03/1992,0.329,G;C,103,100,0
18/03/1992,0.325,G;C,103,100,0
19/03/1992,0.318,G;C,103,100,0
20/03/1992,0.31,G;C,103,100,0
21/03/1992,0.296,G;C,103,100,0
22/03/1992,0.281,G;C,103,100,0
23/03/1992,0.286,G;C,103,100,0
24/03/1992,0.286,G;C,103,100,0
25/03/1992,0.266,G;C,103,100,0
26/03/1992,0.275,G;C,103,100,0
27/03/1992,0.275,G;C,103,100,0
28/03/1992,0.262,G;C,103,100,0
29/03/1992,0.254,G;C,103,100,0
30/03/1992,0.274,G;C,103,100,0
31/03/1992,0.275,G;C,103,100,0
01/04/1992,0.328,G;C,103,100,0
02/04/1992,0.318,G;C,103,100,0
03/04/1992,0.3,G;C,103,100,0
04/04/1992,0.293,G;C,103,100,0
05/04/1992,0.293,G;C,103,100,0
06/04/1992,0.278,G;C,103,100,0
07/04/1992,0.382,G;C,103,100,0
08/04/1992,0.428,G;C,103,100,0
09/04/1992,0.405,G;C,103,100,0
10/04/1992,0.405,G;C,103,100,0
11/04/1992,0.405,G;C,103,100,0
12/04/1992,0.405,G;C,103,100,0
13/04/1992,0.403,G;C,103,100,0
14/04/1992,0.412,G;C,103,100,0
15/04/1992,0.487,G;C,103,100,0
16/04/1992,0.447,G;C,103,100,0
17/04/1992,0.433,G;C,103,100,0
18/04/1992,0.437,G;C,103,100,0
19/04/1992,0.417,G;C,103,100,0
20/04/1992,0.405,G;C,103,100,0
21/04/1992,0.403,G;C,103,100,0
22/04/1992,0.391,G;C,103,100,0
23/04/1992,0.382,G;C,103,100,0
24/04/1992,0.383,G;C,103,100,0
25/04/1992,0.408,G;C,103,100,0
26/04/1992,0.422,G;C,103,100,0
27/04/1992,0.398,G;C,103,100,0
28/04/1992,0.396,G;C,103,100,0
29/04/1992,0.36,G;C,103,100,0
30/04/1992,0.355,G;C,103,100,0
01/05/1992,0.35,G;C,103,100,0
02/05/1992,0.345,G;C,103,100,0
03/05/1992,0.34,G;C,103,100,0
04/05/1992,0.33,G;C,103,100,0
05/05/1992,0.32,G;C,103,100,0
06/05/1992,0.31,G;C,103,100,0
07/05/1992,0.3,G;C,103,100,0
08/05/1992,0.29,G;C,103,100,0
09/05/1992,0.31,G;C,103,100,0
10/05/1992,0.3,G;C,103,100,0
11/05/1992,0.295,G;C,103,100,0
12/05/1992,0.29,G;C,103,100,0
13/05/1992,0.281,G;C,103,100,0
14/05/1992,0.268,G;C,103,100,0
15/05/1992,0.26,G;C,103,100,0
16/05/1992,0.251,G;C,103,100,0
17/05/1992,0.251,G;C,103,100,0
18/05/1992,0.248,G;C,103,100,0
19/05/1992,0.245,G;C,103,100,0
20/05/1992,0.233,G;C,103,100,0
21/05/1992,0.233,G;C,103,100,0
22/05/1992,0.233,G;C,103,100,0
23/05/1992,0.228,G;C,103,100,0
24/05/1992,0.215,G;C,103,100,0
25/05/1992,0.211,G;C,103,100,0
26/05/1992,0.208,G;C,103,100,0
27/05/1992,0.19,G;C,103,100,0
28/05/1992,0.193,G;C,103,100,0
29/05/1992,0.225,G;C,103,100,0
30/05/1992,0.252,G;C,103,100,0
31/05/1992,0.225,G;C,103,100,0
01/06/1992,0.238,G;C,103,100,0
02/06/1992,0.242,G;C,103,100,0
03/06/1992,0.203,G;C,103,100,0
04/06/1992,0.185,G;C,103,100,0
05/06/1992,0.183,G;C,103,100,0
06/06/1992,0.179,G;C,103,100,0
07/06/1992,0.173,G;C,103,100,0
08/06/1992,0.178,G;C,103,100,0
09/06/1992,0.17,G;C,103,100,0
10/06/1992,0.171,G;C,103,100,0
11/06/1992,0.153,G;C,103,100,0
12/06/1992,0.153,G;C,103,100,0
13/06/1992,0.153,G;C,103,100,0
14/06/1992,0.135,G;C,103,100,0
15/06/1992,0.133,G;C,103,100,0
16/06/1992,0.133,G;C,103,100,0
17/06/1992,0.128,G;C,103,100,0
18/06/1992,0.12,G;C,103,100,0
19/06/1992,0.1,G;C,103,100,0
20/06/1992,0.101,G;C,103,100,0
21/06/1992,0.092,G;C,103,100,0
22/06/1992,0.093,G;C,103,100,0
23/06/1992,0.093,G;C,103,100,0
24/06/1992,0.093,G;C,103,100,0
25/06/1992,0.098,G;C,103,100,0
26/06/1992,0.095,G;C,103,100,0
27/06/1992,0.086,G;C,103,100,0
28/06/1992,0.089,G;C,103,100,0
29/06/1992,0.081,G;C,103,100,0
30/06/1992,0.08,G;C,103,100,0
01/07/1992,0.109,G;C,103,100,0
02/07/1992,0.118,G;C,103,100,0
03/07/1992,0.117,G;C,103,100,0
04/07/1992,0.119,G;C,103,100,0
05/07/1992,0.115,G;C,103,100,0
06/07/1992,0.112,G;C,103,100,0
07/07/1992,0.1,G;C,103,100,0
08/07/1992,0.093,G;C,103,100,0
09/07/1992,0.098,G;C,103,100,0
10/07/1992,0.101,G;C,103,100,0
11/07/1992,0.1,G;C,103,100,0
12/07/1992,0.123,G;C,103,100,0
13/07/1992,0.115,G;C,103,100,0
14/07/1992,0.126,G;C,103,100,0
15/07/1992,0.124,G;C,103,100,0
16/07/1992,0.114,G;C,103,100,0
17/07/1992,0.112,G;C,103,100,0
18/07/1992,0.101,G;C,103,100,0
19/07/1992,0.101,G;C,103,100,0
20/07/1992,0.103,G;C,103,100,0
21/07/1992,0.128,G;C,103,100,0
22/07/1992,0.111,G;C,103,100,0
23/07/1992,0.101,G;C,103,100,0
24/07/1992,0.101,G;C,103,100,0
25/07/1992,0.101,G;C,103,100,0
26/07/1992,0.101,G;C,103,100,0
27/07/1992,0.093,G;C,103,100,0
28/07/1992,0.081,G;C,103,100,0
29/07/1992,0.08,G;C,103,100,0
30/07/1992,0.08,G;C,103,100,0
31/07/1992,0.08,G;C,103,100,0
01/08/1992,0.08,G;C,103,100,0
02/08/1992,0.08,G;C,103,100,0
03/08/1992,0.08,G;C,103,100,0
04/08/1992,0.059,G;C,103,100,0
05/08/1992,0.054,G;C,103,100,0
06/08/1992,0.054,G;C,103,100,0
07/08/1992,0.054,G;C,103,100,0
08/08/1992,0.061,G;C,103,100,0
09/08/1992,0.072,G;C,103,100,0
10/08/1992,0.063,G;C,103,100,0
11/08/1992,0.054,G;C,103,100,0
12/08/1992,0.059,G;C,103,100,0
13/08/1992,0.077,G;C,103,100,0
14/08/1992,0.086,G;C,103,100,0
15/08/1992,0.078,G;C,103,100,0
16/08/1992,0.086,G;C,103,100,0
17/08/1992,0.078,G;C,103,100,0
18/08/1992,0.069,G;C,103,100,0
19/08/1992,0.065,G;C,103,100,0
20/08/1992,0.065,G;C,103,100,0
21/08/1992,0.065,G;C,103,100,0
22/08/1992,0.065,G;C,103,100,0
23/08/1992,0.069,G;C,103,100,0
24/08/1992,0.073,G;C,103,100,0
25/08/1992,0.072,G;C,103,100,0
26/08/1992,0.071,G;C,103,100,0
27/08/1992,0.074,G;C,103,100,0
28/08/1992,0.088,G;C,103,100,0
29/08/1992,0.083,G;C,103,100,0
30/08/1992,0.083,G;C,103,100,0
31/08/1992,0.088,G;C,103,100,0
01/09/1992,0.085,G;C,103,100,0
02/09/1992,0.098,G;C,103,100,0
03/09/1992,0.105,G;C,103,100,0
04/09/1992,0.132,G;C,103,100,0
05/09/1992,0.129,G;C,103,100,0
06/09/1992,0.124,G;C,103,100,0
07/09/1992,0.123,G;C,103,100,0
08/09/1992,0.112,G;C,103,100,0
09/09/1992,0.11,G;C,103,100,0
10/09/1992,0.11,G;C,103,100,0
11/09/1992,0.106,G;C,103,100,0
12/09/1992,0.101,G;C,103,100,0
13/09/1992,0.102,G;C,103,100,0
14/09/1992,0.11,G;C,103,100,0
15/09/1992,0.11,G;C,103,100,0
16/09/1992,0.11,G;C,103,100,0
17/09/1992,0.108,G;C,103,100,0
18/09/1992,0.112,G;C,103,100,0
19/09/1992,0.123,G;C,103,100,0
20/09/1992,0.112,G;C,103,100,0
21/09/1992,0.11,G;C,103,100,0
22/09/1992,0.116,G;C,103,100,0
23/09/1992,0.132,G;C,103,100,0
24/09/1992,0.138,G;C,103,100,0
25/09/1992,0.138,G;C,103,100,0
26/09/1992,0.138,G;C,103,100,0
27/09/1992,0.131,G;C,103,100,0
28/09/1992,0.128,G;C,103,100,0
29/09/1992,0.128,G;C,103,100,0
30/09/1992,0.133,G;C,103,100,0
01/10/1992,0.138,G;C,103,100,0
02/10/1992,0.141,G;C,103,100,0
03/10/1992,0.197,G;C,103,100,0
04/10/1992,0.231,G;C,103,100,0
05/10/1992,0.227,G;C,103,100,0
06/10/1992,0.238,G;C,103,100,0
07/10/1992,0.25,G;C,103,100,0
08/10/1992,0.259,G;C,103,100,0
09/10/1992,0.262,G;C,103,100,0
10/10/1992,0.265,G;C,103,100,0
11/10/1992,0.275,G;C,103,100,0
12/10/1992,0.275,G;C,103,100,0
13/10/1992,0.275,G;C,103,100,0
14/10/1992,0.292,G;C,103,100,0
15/10/1992,0.304,G;C,103,100,0
16/10/1992,0.288,G;C,103,100,0
17/10/1992,0.281,G;C,103,100,0
18/10/1992,0.28,G;C,103,100,0
19/10/1992,0.263,G;C,103,100,0
20/10/1992,0.295,G;C,103,100,0
21/10/1992,0.323,G;C,103,100,0
22/10/1992,0.306,G;C,103,100,0
23/10/1992,0.294,G;C,103,100,0
24/10/1992,0.276,G;C,103,100,0
25/10/1992,0.297,G;C,103,100,0
26/10/1992,0.308,G;C,103,100,0
27/10/1992,0.303,G;C,103,100,0
28/10/1992,0.33,G;C,103,100,0
29/10/1992,0.331,G;C,103,100,0
30/10/1992,0.322,G;C,103,100,0
31/10/1992,0.312,G;C,103,100,0
01/11/1992,0.309,G;C,103,100,0
02/11/1992,0.349,G;C,103,100,0
03/11/1992,0.384,G;C,103,100,0
04/11/1992,0.379,G;C,103,100,0
05/11/1992,0.411,G;C,103,100,0
06/11/1992,0.39,G;C,103,100,0
07/11/1992,0.384,G;C,103,100,0
08/11/1992,0.388,G;C,103,100,0
09/11/1992,0.368,G;C,103,100,0
10/11/1992,0.399,G;C,103,100,0
11/11/1992,0.472,G;C,103,100,0
12/11/1992,0.502,G;C,103,100,0
13/11/1992,0.506,G;C,103,100,0
14/11/1992,0.506,G;C,103,100,0
15/11/1992,0.54,G;C,103,100,0
16/11/1992,0.542,G;C,103,100,0
17/11/1992,0.61,G;C,103,100,0
18/11/1992,0.57,G;C,103,100,0
19/11/1992,0.638,G;C,103,100,0
20/11/1992,0.661,G;C,103,100,0
21/11/1992,0.592,G;C,103,100,0
22/11/1992,0.582,G;C,103,100,0
23/11/1992,0.626,G;C,103,100,0
24/11/1992,0.614,G;C,103,100,0
25/11/1992,0.624,G;C,103,100,0
26/11/1992,0.712,G;C,103,100,0
27/11/1992,0.742,G;C,103,100,0
28/11/1992,0.791,G;C,103,100,0
29/11/1992,0.777,G;C,103,100,0
30/11/1992,1.06,G;C,103,100,0
01/12/1992,1.2,G;C,103,100,0
02/12/1992,1.4,G;C,103,100,0
03/12/1992,1.54,G;C,103,100,0
04/12/1992,1.59,G;C,103,100,0
05/12/1992,1.67,G;C,103,100,0
06/12/1992,1.64,G;C,103,100,0
07/12/1992,1.73,G;C,103,100,0
08/12/1992,1.82,G;C,103,100,0
09/12/1992,1.82,G;C,103,100,0
10/12/1992,1.75,G;C,103,100,0
