"measure","dateTime","date","value","completeness","quality","qcode"
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-14T09:00:00","2011-01-14","5.51","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-15T09:00:00","2011-01-15","5.13","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-16T09:00:00","2011-01-16","5.13","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-17T09:00:00","2011-01-17","4.82","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-18T09:00:00","2011-01-18","4.5","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-19T09:00:00","2011-01-19","4.24","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-20T09:00:00","2011-01-20","3.99","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-21T09:00:00","2011-01-21","3.79","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-22T09:00:00","2011-01-22","3.63","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-23T09:00:00","2011-01-23","3.5","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-24T09:00:00","2011-01-24","3.34","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-25T09:00:00","2011-01-25","3.59","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-26T09:00:00","2011-01-26","3.33","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-27T09:00:00","2011-01-27","3.12","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-28T09:00:00","2011-01-28","3.01","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-29T09:00:00","2011-01-29","2.92","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-30T09:00:00","2011-01-30","2.84","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-01-31T09:00:00","2011-01-31","2.76","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-01T09:00:00","2011-02-01","2.8","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-02T09:00:00","2011-02-02","2.69","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-03T09:00:00","2011-02-03","2.76","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-04T09:00:00","2011-02-04","3.73","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-05T09:00:00","2011-02-05","15.2","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-06T09:00:00","2011-02-06","14.8","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-07T09:00:00","2011-02-07","9.99","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-08T09:00:00","2011-02-08","8.09","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-09T09:00:00","2011-02-09","7.17","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-10T09:00:00","2011-02-10","6.81","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-11T09:00:00","2011-02-11","6.29","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-12T09:00:00","2011-02-12","6.38","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-13T09:00:00","2011-02-13","7.02","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-14T09:00:00","2011-02-14","6.97","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-15T09:00:00","2011-02-15","6.89","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-16T09:00:00","2011-02-16","6.76","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-17T09:00:00","2011-02-17","6.26","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-18T09:00:00","2011-02-18","5.78","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-19T09:00:00","2011-02-19","5.62","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-20T09:00:00","2011-02-20","5.44","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-21T09:00:00","2011-02-21","5.39","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-22T09:00:00","2011-02-22","5.5","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-23T09:00:00","2011-02-23","5.57","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-24T09:00:00","2011-02-24","5.1","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-25T09:00:00","2011-02-25","5.07","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-26T09:00:00","2011-02-26","5.79","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-27T09:00:00","2011-02-27","5.5","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-02-28T09:00:00","2011-02-28","5.21","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-01T09:00:00","2011-03-01","4.91","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-02T09:00:00","2011-03-02","4.65","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-03T09:00:00","2011-03-03","4.4","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-04T09:00:00","2011-03-04","4.19","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-05T09:00:00","2011-03-05","3.92","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-06T09:00:00","2011-03-06","3.74","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-07T09:00:00","2011-03-07","3.67","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-08T09:00:00","2011-03-08","3.56","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-09T09:00:00","2011-03-09","3.43","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-10T09:00:00","2011-03-10","3.33","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-11T09:00:00","2011-03-11","3.22","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-12T09:00:00","2011-03-12","3.13","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-13T09:00:00","2011-03-13","3.06","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-14T09:00:00","2011-03-14","2.83","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-15T09:00:00","2011-03-15","2.75","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-16T09:00:00","2011-03-16","2.73","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-17T09:00:00","2011-03-17","2.71","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-18T09:00:00","2011-03-18","2.63","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-19T09:00:00","2011-03-19","2.56","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-20T09:00:00","2011-03-20","2.49","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-21T09:00:00","2011-03-21","2.41","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-22T09:00:00","2011-03-22","2.37","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-23T09:00:00","2011-03-23","2.32","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-24T09:00:00","2011-03-24","2.27","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-25T09:00:00","2011-03-25","2.25","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-26T09:00:00","2011-03-26","2.2","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-27T09:00:00","2011-03-27","2.16","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-28T09:00:00","2011-03-28","2.09","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-29T09:00:00","2011-03-29","2.07","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-30T09:00:00","2011-03-30","2.07","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-03-31T09:00:00","2011-03-31","2.13","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-01T09:00:00","2011-04-01","2.01","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-02T09:00:00","2011-04-02","1.89","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-03T09:00:00","2011-04-03","1.98","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-04T09:00:00","2011-04-04","1.93","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-05T09:00:00","2011-04-05","1.97","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-06T09:00:00","2011-04-06","1.85","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-07T09:00:00","2011-04-07","1.84","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-08T09:00:00","2011-04-08","1.79","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-09T09:00:00","2011-04-09","1.78","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-10T09:00:00","2011-04-10","1.75","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-11T09:00:00","2011-04-11","1.73","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-12T09:00:00","2011-04-12","1.62","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-13T09:00:00","2011-04-13","1.59","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-14T09:00:00","2011-04-14","1.57","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-15T09:00:00","2011-04-15","1.54","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-16T09:00:00","2011-04-16","1.52","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-17T09:00:00","2011-04-17","1.49","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-18T09:00:00","2011-04-18","1.47","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-19T09:00:00","2011-04-19","1.45","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-20T09:00:00","2011-04-20","1.42","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-21T09:00:00","2011-04-21","1.4","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-22T09:00:00","2011-04-22","1.39","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-23T09:00:00","2011-04-23","1.37","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-24T09:00:00","2011-04-24","1.35","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-25T09:00:00","2011-04-25","1.34","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-26T09:00:00","2011-04-26","1.29","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-27T09:00:00","2011-04-27","1.25","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-28T09:00:00","2011-04-28","1.27","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-29T09:00:00","2011-04-29","1.27","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-04-30T09:00:00","2011-04-30","1.24","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-01T09:00:00","2011-05-01","1.22","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-02T09:00:00","2011-05-02","1.2","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-03T09:00:00","2011-05-03","1.21","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-04T09:00:00","2011-05-04","1.22","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-05T09:00:00","2011-05-05","1.22","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-06T09:00:00","2011-05-06","1.21","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-07T09:00:00","2011-05-07","1.44","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-08T09:00:00","2011-05-08","1.41","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-09T09:00:00","2011-05-09","1.31","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-10T09:00:00","2011-05-10","1.27","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-11T09:00:00","2011-05-11","1.21","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-12T09:00:00","2011-05-12","1.22","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-13T09:00:00","2011-05-13","1.23","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-14T09:00:00","2011-05-14","1.24","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-15T09:00:00","2011-05-15","1.31","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-16T09:00:00","2011-05-16","1.54","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-17T09:00:00","2011-05-17","1.37","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-18T09:00:00","2011-05-18","1.28","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-19T09:00:00","2011-05-19","1.22","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-20T09:00:00","2011-05-20","1.15","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-21T09:00:00","2011-05-21","1.13","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-22T09:00:00","2011-05-22","1.2","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-23T09:00:00","2011-05-23","1.22","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-24T09:00:00","2011-05-24","1.15","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-25T09:00:00","2011-05-25","1.1","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-26T09:00:00","2011-05-26","1.28","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-27T09:00:00","2011-05-27","1.22","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-28T09:00:00","2011-05-28","1.13","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-29T09:00:00","2011-05-29","1.1","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-30T09:00:00","2011-05-30","1.26","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-05-31T09:00:00","2011-05-31","1.22","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-06-01T09:00:00","2011-06-01","1.12","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-06-02T09:00:00","2011-06-02","1.09","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-06-03T09:00:00","2011-06-03","1.06","Complete","Good",""
"http://environment.data.gov.uk/hydrology/id/measures/951e3a10-1d16-4526-b767-e5056724b5b6-flow-m-86400-m3s-qualified","2011-06-04T09:00:00","2011-06-04","1.06","Complete","Good",""
